-4.995 	348.432 	7.14778e-13 	100000
-4.985 	348.432 	6.41841e-13 	100000
-4.975 	348.432 	5.68905e-13 	100000
-4.965 	348.432 	7.14778e-13 	100000
-4.955 	348.432 	5.54317e-13 	100000
-4.945 	348.432 	8.46063e-13 	100000
-4.935 	348.432 	7.0019e-13 	100000
-4.925 	348.432 	7.87714e-13 	100000
-4.915 	348.432 	8.89825e-13 	100000
-4.905 	348.432 	6.71016e-13 	100000
-4.895 	348.432 	9.19e-13 	100000
-4.885 	348.432 	6.56429e-13 	100000
-4.875 	348.432 	8.60651e-13 	100000
-4.865 	348.432 	6.56429e-13 	100000
-4.855 	348.432 	7.87714e-13 	100000
-4.845 	348.432 	4.95968e-13 	100000
-4.835 	348.432 	8.60651e-13 	100000
-4.825 	348.432 	8.02302e-13 	100000
-4.815 	348.432 	1.07946e-12 	100000
-4.805 	348.432 	1.29827e-12 	100000
-4.795 	348.432 	1.25451e-12 	100000
-4.785 	348.432 	1.51708e-12 	100000
-4.775 	348.432 	1.10863e-12 	100000
-4.765 	348.432 	1.31286e-12 	100000
-4.755 	348.432 	1.05029e-12 	100000
-4.745 	348.432 	1.54625e-12 	100000
-4.735 	348.432 	1.0357e-12 	100000
-4.725 	348.432 	1.25451e-12 	100000
-4.715 	348.432 	9.04413e-13 	100000
-4.705 	348.432 	9.77349e-13 	100000
-4.695 	348.432 	1.02111e-12 	100000
-4.685 	348.432 	1.05029e-12 	100000
-4.675 	348.432 	8.60651e-13 	100000
-4.665 	348.432 	9.91936e-13 	100000
-4.655 	348.432 	8.89825e-13 	100000
-4.645 	348.432 	8.89825e-13 	100000
-4.635 	348.432 	7.5854e-13 	100000
-4.625 	348.432 	8.16889e-13 	100000
-4.615 	348.432 	7.43952e-13 	100000
-4.605 	348.432 	7.14778e-13 	100000
-4.595 	348.432 	8.31476e-13 	100000
-4.585 	348.432 	8.75238e-13 	100000
-4.575 	348.432 	8.16889e-13 	100000
-4.565 	348.432 	7.5854e-13 	100000
-4.555 	348.432 	1.19616e-12 	100000
-4.545 	348.432 	9.77349e-13 	100000
-4.535 	348.432 	1.12322e-12 	100000
-4.525 	348.432 	9.48175e-13 	100000
-4.515 	348.432 	1.54625e-12 	100000
-4.505 	348.432 	1.23992e-12 	100000
-4.495 	348.432 	1.66295e-12 	100000
-4.485 	348.432 	1.38579e-12 	100000
-4.475 	348.432 	1.53167e-12 	100000
-4.465 	348.432 	1.35662e-12 	100000
-4.455 	348.432 	1.40038e-12 	100000
-4.445 	348.432 	1.38579e-12 	100000
-4.435 	348.432 	1.4879e-12 	100000
-4.425 	348.432 	1.53167e-12 	100000
-4.415 	348.432 	1.57543e-12 	100000
-4.405 	348.432 	1.4879e-12 	100000
-4.395 	348.432 	1.76506e-12 	100000
-4.385 	348.432 	1.42956e-12 	100000
-4.375 	348.432 	1.89635e-12 	100000
-4.365 	348.432 	1.32744e-12 	100000
-4.355 	348.432 	1.82341e-12 	100000
-4.345 	348.432 	1.38579e-12 	100000
-4.335 	348.432 	1.82341e-12 	100000
-4.325 	348.432 	1.6046e-12 	100000
-4.315 	348.432 	1.79424e-12 	100000
-4.305 	348.432 	1.9547e-12 	100000
-4.295 	348.432 	1.57543e-12 	100000
-4.285 	348.432 	2.17351e-12 	100000
-4.275 	348.432 	1.6046e-12 	100000
-4.265 	348.432 	1.76506e-12 	100000
-4.255 	348.432 	1.32744e-12 	100000
-4.245 	348.432 	1.40038e-12 	100000
-4.235 	348.432 	9.33587e-13 	100000
-4.225 	348.432 	1.10863e-12 	100000
-4.215 	348.432 	8.31476e-13 	100000
-4.205 	348.432 	8.89825e-13 	100000
-4.195 	348.432 	5.98079e-13 	100000
-4.185 	348.432 	7.43952e-13 	100000
-4.175 	348.432 	7.43952e-13 	100000
-4.165 	348.432 	1.12322e-12 	100000
-4.155 	348.432 	1.16698e-12 	100000
-4.145 	348.432 	1.76506e-12 	100000
-4.135 	348.432 	1.37121e-12 	100000
-4.125 	348.432 	2.20268e-12 	100000
-4.115 	348.432 	1.86717e-12 	100000
-4.105 	348.432 	2.50902e-12 	100000
-4.095 	348.432 	2.39232e-12 	100000
-4.085 	348.432 	2.6403e-12 	100000
-4.075 	348.432 	2.58195e-12 	100000
-4.065 	348.432 	2.97581e-12 	100000
-4.055 	348.432 	2.84452e-12 	100000
-4.045 	348.432 	2.31938e-12 	100000
-4.035 	348.432 	2.82994e-12 	100000
-4.025 	348.432 	2.33397e-12 	100000
-4.015 	348.432 	2.43608e-12 	100000
-4.005 	348.432 	2.42149e-12 	100000
-3.995 	348.432 	2.11516e-12 	100000
-3.985 	348.432 	2.43608e-12 	100000
-3.975 	348.432 	2.24644e-12 	100000
-3.965 	348.432 	2.39232e-12 	100000
-3.955 	348.432 	2.43608e-12 	100000
-3.945 	348.432 	2.93205e-12 	100000
-3.935 	348.432 	2.12975e-12 	100000
-3.925 	348.432 	2.84452e-12 	100000
-3.915 	348.432 	2.33397e-12 	100000
-3.905 	348.432 	2.46525e-12 	100000
